id,label,statement,subject,speaker,job_title,state_info,party,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,split,label_clean
3538.json,half-true,"Under a House Republican appropriations bill, 6 million seniors are deprived of meals.","corrections-and-updates,federal-budget,hunger",nancy-pelosi,House Minority Leader,California,democrat,3,7,11,2,3,a public appearance,train,half-true
7744.json,mostly-true,Says states mandated tests come from an English company.,education,george-lavender,State representative,Texas,republican,0,0,0,1,0,in Texas House of Representatives debate,test,mostly-true
12901.json,pants-fire,That 59 divisions in Philly had no votes for Romney in 2012 is (a) mathematical and statistical impossibility.,elections,viral-image,,,none,5,5,0,3,15,various websites,train,pants-fire
1787.json,false,"Louisiana gets ""not one single penny"" from Gulf Coast offshore oil revenues.","energy,environment,federal-budget,oil-spill",mary-landrieu,U.S. Senator,Louisiana,democrat,0,1,0,2,0,an interview with MSNBC's Ed Schultz,train,false
9899.json,mostly-true,Says President Obama has never made a statement ... that he wanted a residual force left (in Iraq).,"foreign-policy,iraq,islam,terrorism",john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,an interview on CNN,train,mostly-true
8363.json,half-true,Says David Dewhurst went out for drinks during Senate debate on abortion bill.,"abortion,corrections-and-updates",todd-staples,state agriculture commissioner,Texas,republican,0,1,4,3,1,an interview on a Lubbock radio station,train,half-true
3560.json,barely-true,When I took office last year we faced historic budget deficits of $6 billion here in Virginia. And we closed those deficits by cutting spending.,"economy,state-budget",bob-mcdonnell,Governor,Virginia,republican,6,5,7,6,3,a speech.,train,barely-true
2424.json,pants-fire,"Ganley said that if elected, he wants to cut the dickens out of Social Security, Medicare and Veterans benefits.","federal-budget,medicare,military,social-security",betty-sutton,U.S. representative from Ohio's 13th District,Ohio,democrat,0,2,1,2,1,a campaign fundraising e-mail,train,pants-fire
765.json,barely-true,"Barack Obama's health care plan is ""to mandate health care coverage and have a universal government-run program.""",health-care,sarah-palin,,Alaska,republican,9,19,9,6,6,St. Louis,train,barely-true
620.json,true,McCain opposed a requirement that the government buy American-made motorcycles. And he said all buy-American provisions were quote 'disgraceful.' ,federal-budget,barack-obama,President,Illinois,democrat,70,71,160,163,9,a radio ad,train,true
5633.json,half-true,Up to 80 percent of small businesses will be forced to give up their current plans due to new Obamacare regulations.,"health-care,message-machine-2012,small-business,workers",senate-republican-conference,Group representing Senate Republicans,"Washington, D.C.",republican,1,0,1,0,0,a Web video,train,half-true
11667.json,barely-true,Says 25 percent of U.S. Muslims agreed that violence against Americans here in the United States is justified as a part of the global jihad.,"islam,polls,religion,terrorism",donald-trump,President-Elect,New York,republican,63,114,51,37,61,a campaign statement,train,barely-true
4562.json,pants-fire,Say water fluoridation started in Nazi Germany ghettos and death camps to pacify the Jews.,"health-care,history,public-health,science,water",critics-water-fluoridation,,Florida,none,0,0,0,0,1,a Pinellas County Commission meeting and web comments,train,pants-fire
9555.json,half-true,Says Mark Warner has supported Harry Reid down the line.,voting-record,ed-gillespie,Republican strategist,"Washington, D.C.",republican,2,3,2,2,1,a TV interview.,train,half-true
4048.json,half-true,Says Gov. Scott Walkers budget includes tax breaks for corporations and the rich that will cost the state of Wisconsin taxpayers $2.3 billion over the next decade.,"state-budget,taxes",one-wisconsin-now,,Wisconsin,organization,0,2,2,1,1,a news release,valid,half-true
1417.json,false,We have over 300 state agencies. Forty-five of those agencies are related to health care.,health-care,kay-bailey-hutchison,U.S. Senator,Texas,republican,2,4,4,3,0,a debate.,train,false
1204.json,true,FDR was called a socialist and a communist.,history,barack-obama,President,Illinois,democrat,70,71,160,163,9,"interview on ""Late Night with David Letterman""",train,true
9042.json,barely-true,Says Cathy Jordan was arrested and dragged out of her home by a SWAT team of hooligans for using medical marijuana.,"crime,drugs,health-care,marijuana",john-morgan,Attorney,Florida,democrat,1,1,0,0,0,a medical marijuana debate at the University of Tampa,train,barely-true
9614.json,barely-true,The Obama Administration is suing a Wisconsin company for forcing employees to speak English.,"labor,workers",blog-posting,,,none,7,19,3,5,44,blog postings,train,barely-true
12435.json,mostly-true,"In 2006, Donald Trump was hoping for a real estate crash.","bankruptcy,candidates-biography,debt,economy,history,housing,income,jobs,stimulus,wealth",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,an advertisement,train,mostly-true
10664.json,pants-fire,Says Ted Cruz just flip-flopped about the president needing to be U.S.-born.,candidates-biography,facebook-posts,Social media posting,,none,14,18,15,11,36,an online meme,train,pants-fire
4019.json,false,Gov. Chris Christie owes the state money for amenities like extra Gorgonzola cheese for his staff on these trips.,state-budget,new-jersey-democratic-state-committee,,New Jersey,democrat,2,2,1,0,0,a press release,train,false
926.json,true,The stimulus bill contains $20 million for the removal of small to medium-sized fish passage barriers and $25 million to rehabilitate off-roading trails for ATVs.,"economy,federal-budget,stimulus",mike-pence,Governor,Indiana,republican,8,10,12,5,0,a speech,train,true
13351.json,false,Says Democratic U.S. Senate candidate Russ Feingold voted over 250 times to raise taxes.,taxes,americans-prosperity,,,none,6,7,2,1,2,a web ad,train,false
12488.json,barely-true,Says Merrick Garland authored an opinion that resulted in the release of 17 Guantanamo Bay prisoners who were part of a group of violent Islamist extremists the State Department had designated as terrorists.,"foreign-policy,military,supreme-court,terrorism",pat-toomey,Candidate for U.S. Senate,Pennsylvania,republican,3,2,2,1,0,,train,barely-true
4415.json,mostly-true,"Says 600,000 to 700,000 government workers have been laid off in the last year and a half",jobs,bill-pascrell,U.S. House of Representatives,New Jersey,democrat,0,3,4,4,0,interview on WNYC’s The Brian Lehrer Show,train,mostly-true
9708.json,pants-fire,The United States is at historic record highs of individuals being apprehended on the border from countries with terrorist ties such as Pakistan or Afghanistan or Syria.,"afghanistan,immigration,terrorism",rick-perry,Governor,Texas,republican,30,30,42,23,18,"comments on CNN's ""State of the Union""",test,pants-fire
8769.json,true,Only 3 percent of voters 18 to 34 dont believe that climate change is really happening.,"climate-change,environment,polls,science",chris-murphy,U.S. House of Representatives,Connecticut,democrat,0,0,0,0,0,remarks at a news conference,train,true
13454.json,false,"Says the KKK marched in Mebane, N.C., after Trumps victory","civil-rights,states,terrorism",viral-image,,,none,5,5,0,3,15,a post-election Tweet,valid,false
10606.json,barely-true,Eliminating affirmative action in admissions in Florida led to more African American and Hispanic kids attending our university system than before.,education,jeb-bush,,Florida,republican,17,5,17,24,2,a CPAC appearance,test,barely-true
6310.json,mostly-true,"Nearly 100,000 people get shot every year. Thats 270 people a day and 87 dead.",guns,facebook-posts,Social media posting,,none,14,18,15,11,36,on the Internet,train,mostly-true
12358.json,mostly-true,"The market is making this decision. The market has driven down the cost of coal, so you have companies going bankrupt.","climate-change,economy,energy,government-regulation,market-regulation",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,an interview with CNN's Anderson Cooper,train,mostly-true
11452.json,pants-fire,Says Bernie Sanders is going to tax you people at 90 percent.,taxes,donald-trump,President-Elect,New York,republican,63,114,51,37,61,comments at a rally.,train,pants-fire
6997.json,mostly-true,"As governor, I cut $5 billion in spending.","job-accomplishments,message-machine-2012,state-budget,state-finances",tim-kaine,U.S. Senator,Virginia,democrat,8,3,15,15,0,a TV ad.,train,mostly-true
6893.json,barely-true,"By voting to approve [Question 1], we can . . . save 900 jobs at Twin River.","economy,gambling,jobs,message-machine-2012,state-budget,state-finances,workers",coalition-bring-jobs-ri,,Rhode Island,organization,1,0,0,0,0,a TV commercial,train,barely-true
2162.json,barely-true,"When Atlanta Police Chief George Turner was interim head of the department, overall crime fell 14 percent and violent crime dropped 22.7 percent.",crime,kasim-reed,,,democrat,1,0,5,7,1,a press release,test,barely-true
1995.json,true,Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,taxes,democratic-governors-association,,,democrat,1,0,0,0,2,Democratic Governors Association website,train,true
7237.json,true,Says his transportation plan would make Virginia the first state in the nation to eliminate the state tax on gasoline.,"taxes,transportation",bob-mcdonnell,Governor,Virginia,republican,6,5,7,6,3,a news conference. ,train,true
6206.json,true,"If you look at most of the polls, this is a margin-of-error race on Fourth of July between Mitt Romney and the president.","elections,polls",chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,an interview on CNBC,test,true
12596.json,barely-true,"Thanks to (North Carolinas) governor and the legislature, the average teachersalary can barely support a family.","education,families,state-budget,workers",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"a speech in Raleigh, NC",test,barely-true
3867.json,false,"Were the seventh highest taxed state in America. And thats not just state, its local as well.",taxes,john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,a public appearance,train,false
4736.json,false,Says the City of Portland alone has 84 public relation representatives on payroll which cost taxpayers over $6.2 million (a year).,"city-government,government-efficiency",taxpayer-association-oregon,political action committee,Oregon,none,0,1,2,0,0,a newsletter,train,false
8498.json,mostly-true,Providence has more of its pension fund invested in hedge funds and is less transparent about it than the state.,"city-budget,labor,pensions,retirement,state-budget,state-finances,transparency",gina-raimondo,venture capital company founder,Rhode Island,democrat,2,1,2,5,1,a fundraising letter.,test,mostly-true
